"St","Name","Version","Arch","Description","Licenses"
"ii","dmsetup","2:1.02.167-1ubuntu1","amd64","Linux Kernel Device Mapper userspace library","BSD-2-Clause GPL-2.0 GPL-2.0+ LGPL-2.1"
"ii","dmz-cursor-theme","0.4.5ubuntu1","all","Style neutral, scalable cursor theme","GPL-2"
"ii","dns-root-data","2019052802","all","DNS root data including root zone and DNSSEC key","Expat ICANN-Public"
"ii","dnsmasq-base","2.80-1.1ubuntu1","amd64","Small caching DNS proxy and DHCP/TFTP server","GPL-2 GPL-3"
"ii","dnsutils","1:9.16.1-0ubuntu2.4","all","Transitional package for bind9-dnsutils","BSD-2-clause BSD-3-clause ISC ISC or MPL-2.0 MPL-2.0"
"ii","doc-base","0.10.9","all","utilities to manage online documentation","GPL-2+"
"ii","docbook-xml","4.5-9","all","standard XML documentation system for software and systems","GPL"
"ii","docbook-xsl","1.79.1+dfsg-2","all","stylesheets for processing DocBook XML to various output formats","GPL GPL-2"
"ii","dosfstools","4.1-2","amd64","utilities for making and checking MS-DOS FAT filesystems","GPL-3+ public-domain"
"ii","doxygen","1.8.17-0ubuntu2","amd64","Documentation system for C, C++, Java, Python and other languages","BSD-2-clause Expat Expat or GPL-2 GPL-2 GPL-2 or QPL LGPL-2.1 QPL Zlib public-domain"
"ii","dpkg","1.19.7ubuntu3","amd64","Debian package management system","BSD-2-clause GPL-2 GPL-2+ public-domain-md5 public-domain-s-s-d"
"ii","dpkg-dev","1.19.7ubuntu3","all","Debian package development tools","BSD-2-clause GPL-2 GPL-2+ public-domain-md5 public-domain-s-s-d"
"ii","dpkg-repack","1.46","all","Debian package archiving tool","GPL-2+"
"ii","dput","1.0.3ubuntu1","all","Debian package upload tool","GPL-3+"
"ii","drawing","0.4.13+ulyana","all","A drawing application for the GNOME desktop.","GPL-3"
"ii","dropbox","2020.03.04","amd64","cloud synchronization engine - CLI and Nautilus extension","GPL-3"
"ii","dwz","0.13-5","amd64","DWARF compression tool","GPL-2+ GPL-3+ LGPL-2+"
"ii","e2fslibs:amd64","1.45.5-2ubuntu1","amd64","transitional package to libext2fs2","GPL-2 LGPL-2"
"ii","e2fsprogs","1.45.5-2ubuntu1","amd64","ext2/ext3/ext4 file system utilities","GPL-2 LGPL-2"
"ii","ecryptfs-utils","111-0ubuntu7","amd64","ecryptfs cryptographic filesystem (utilities)","GPL-2"
"ii","ed","1.16-1","amd64","classic UNIX line editor","BSD-2-Clause FCONF FDOC FLOG GFDL-NIV-1.3+ GPL-2+ GPL-3+"
"ii","efibootmgr","17-1","amd64","Interact with the EFI Boot Manager","GPL-2.0+"
"ii","eject","2.1.5+deb1+cvs20081104-14","amd64","ejects CDs and operates CD-Changers under Linux","GPL-2"
"ii","emacsen-common","3.0.4","all","Common facilities for all emacsen","GPL"
"ii","enchant","1.6.0-11.3build1","amd64","Wrapper for various spell checker engines (binary programs)","LGPL-2.1"
"ii","enchant-2","2.2.8-1ubuntu0.20.04.1","amd64","Wrapper for various spell checker engines (binary programs)","Expat FSFAP GPL-2.0+ GPL-3.0+ LGPL-2.0+ LGPL-2.1+ LGPL-3.0+"
"ii","equivs","2.2.0","all","Circumvent Debian package dependencies","GPL-2+"
"ii","espeak-ng-data:amd64","1.50+dfsg-6","amd64","Multi-lingual software speech synthesizer: speech data files","GPL-3"
"ii","ethtool","1:5.4-1","amd64","display or change Ethernet device settings","GPL-2"
"ii","evemu-tools","2.7.0-2","amd64","Linux Input Event Device Emulation Library - test tools","GPL-3 LGPL-3"
"ii","evolution-data-server","3.36.4-0ubuntu1","amd64","evolution database backend server","LGPL-2 LGPL-2.1"
"ii","evolution-data-server-common","3.36.4-0ubuntu1","all","architecture independent files for Evolution Data Server","LGPL-2 LGPL-2.1"
"ii","evtest","1:1.34-1","amd64","utility to monitor Linux input device events","GPL-2.0+"
"ii","exfat-fuse","1.3.0-1","amd64","read and write exFAT driver for FUSE","GPL-2 GPL-3"
"ii","exfat-utils","1.3.0-1","amd64","utilities to create, check, label and dump exFAT filesystem","GPL-2 GPL-3"
"ii","extlinux","3:6.04~git20190206.bf6db5b4+dfsg1-2","amd64","collection of bootloaders (Linux ext2/ext3/ext4, btrfs, and xfs bootloader)","BSD-2-clause BSD-3-clause-des BSD-3-clause-jpeg BSD-3-clause-lwip BSD-3-clause-strtod BSD-old CC-BY-SA-3.0 Expat GPL-2 GPL-2+ LGPL-2+ LGPL-2.1 MD5-RSA Zlib jpeg-group libpng-license retain-copyright"
"ii","extra-cmake-modules","5.68.0-0ubuntu1","amd64","Extra modules and scripts for CMake","BSD-3-Clause public-domain"
"ii","fakeroot","1.24-1","amd64","tool for simulating superuser privileges","Artistic GPL-3"
"ii","fdisk","2.34-0.1ubuntu9.1","amd64","collection of partitioning utilities","BSD-2-clause BSD-3-clause BSD-4-clause GPL-2 GPL-2+ GPL-3+ LGPL LGPL-2+ LGPL-2.1+ LGPL-3+ MIT public-domain"
"ii","ffmpeg","7:4.2.4-1ubuntu0.1","amd64","Tools for transcoding, streaming and playing of multimedia files","BSD-1-clause BSD-2-clause BSD-3-clause BSL Expat GPL-2+ GPL-2+ with Avisynth exception GPL-3+ IJG ISC LGPL-2+ LGPL-2.1+ Sundry Zlib man-page public-domain"
"ii","ffmpegthumbnailer","2.1.1-0.2build2","amd64","fast and lightweight video thumbnailer","GPL-2"
"ii","figlet","2.2.5-3","amd64","Make large character ASCII banners out of ordinary text","BSD-3-clause Expat GPL-2+ ISC Unicode WTFPL-2"
"ii","file","1:5.38-4","amd64","Recognize the type of data in a file using "magic" numbers","BSD-2-Clause-alike BSD-2-Clause-netbsd BSD-2-Clause-regents MIT-Old-Style-with-legal-disclaimer-2 public-domain"
"ii","file-roller","3.36.3-0ubuntu1","amd64","archive manager for GNOME","GPL-2+ LGPL-2+"
"ii","filezilla","3.46.3-1build1","amd64","Full-featured graphical FTP/FTPS/SFTP client","BSD-like CC0-1.0 GPL-2+ MIT permissive"
"ii","filezilla-common","3.46.3-1build1","all","Architecture independent files for filezilla","BSD-like CC0-1.0 GPL-2+ MIT permissive"
"ii","finalrd","6~ubuntu20.04.1","all","final runtime directory for shutdown","GPL-3"
"ii","findutils","4.7.0-1ubuntu1","amd64","utilities for finding files--find, xargs","GFDL-1.3 GPL-3"
"ii","firefox","84.0.2+linuxmint1+ulyana","amd64","Safe and easy web browser from Mozilla","BSD-2-clause BSD-3 BSD-3-clause BSD-4-clause GPL-2 GPL-2 or GPL-3 GPL-2 or MIT GPL-3 LGPL-2.1 MIT MPL-1.1 MPL-1.1 or GPL-2 or LGPL-2.1 MPL-1.1 or GPL-2 or LGPL-2.1, MPL-1.1 or LGPL-2.1, MPL-2.0 other public-domain"
"ii","firefox-locale-en","84.0.2+linuxmint1+ulyana","amd64","English language pack for Firefox","BSD-2-clause BSD-3 BSD-3-clause BSD-4-clause GPL-2 GPL-2 or GPL-3 GPL-2 or MIT GPL-3 LGPL-2.1 MIT MPL-1.1 MPL-1.1 or GPL-2 or LGPL-2.1 MPL-1.1 or GPL-2 or LGPL-2.1, MPL-1.1 or LGPL-2.1, MPL-2.0 other public-domain"
"ii","firefox-locale-ko","84.0.2+linuxmint1+ulyana","amd64","Korean language pack for Firefox","BSD-2-clause BSD-3 BSD-3-clause BSD-4-clause GPL-2 GPL-2 or GPL-3 GPL-2 or MIT GPL-3 LGPL-2.1 MIT MPL-1.1 MPL-1.1 or GPL-2 or LGPL-2.1 MPL-1.1 or GPL-2 or LGPL-2.1, MPL-1.1 or LGPL-2.1, MPL-2.0 other public-domain"
"ii","flatpak","1.6.5-0ubuntu0.1","amd64","Application deployment framework for desktop apps","Autoconf-permissive GPL-2+ with Autoconf exception LGPL-2+ LGPL-2.1+ bzip2-1.0.6"
"ii","flex","2.6.4-6.2","amd64","fast lexical analyzer generator","FLEX FSFAP GPL GPL-2+ GPL-3+ LGPL-2+"
"ii","fluid-soundfont-gm","3.1-5.1","all","Fluid (R3) General MIDI SoundFont (GM)","GPL-2"
"ii","fluid-soundfont-gs","3.1-5.1","all","Fluid (R3) General MIDI SoundFont (GS)","GPL-2"
"ii","folder-color-switcher","1.4.4","all","Change a folder color","GPL-3 public-domain"
"ii","fontconfig","2.13.1-2ubuntu3","amd64","generic font configuration library - support binaries","See project repository"
"ii","fontconfig-config","2.13.1-2ubuntu3","all","generic font configuration library - configuration","See project repository"
"ii","fonts-beng","2:1.2","all","Metapackage to install Bengali and Assamese fonts","ISC"
"ii","fonts-beng-extra","1.0-7","all","TrueType fonts for Bengali language","GPL-2.0+"
"ii","fonts-dejavu-core","2.37-1","all","Vera font family derivate with additional characters","GPL-2+ bitstream-vera"
"ii","fonts-deva","2:1.2","all","Meta package to install all Devanagari fonts","ISC"
"ii","fonts-deva-extra","3.0-5","all","Free fonts for Devanagari script","GPL-2.0+"
"ii","fonts-droid-fallback","1:6.0.1r16-1.1","all","handheld device font with extensive style and language support (fallback)","Apache-2"
"ii","fonts-freefont-ttf","20120503-10","all","Freefont Serif, Sans and Mono Truetype fonts","GPL-3+ GPL-3+ with Special Font Exception"
"ii","fonts-gargi","2.0-4","all","OpenType Devanagari font","GPL-2+"
"ii","fonts-gubbi","1.3-3","all","Gubbi free font for Kannada script","GPL-2+ GPL-2+ with font exception"
"ii","fonts-gujr","2:1.3","all","Meta package to install all Gujarati fonts","ISC"
"ii","fonts-gujr-extra","1.0.1-1","all","Free fonts for Gujarati script","GPL-2.0+"
"ii","fonts-guru","2:1.2","all","Meta package to install all Punjabi fonts","ISC"
"ii","fonts-guru-extra","2.0-5","all","Free fonts for Punjabi language","GPL-2.0+ GPL-2.0+ with Font exception"
"ii","fonts-inconsolata","001.010-5","all","monospace font for pretty code listings and for the terminal","Open Font License 1.0 The packaging is released under the same license as the Font Software."
"ii","fonts-indic","2:1.3","all","Meta package to install all Indian language fonts","ISC"
"ii","fonts-kacst","2.01+mry-14","all","KACST free TrueType Arabic fonts","GPL-2"
"ii","fonts-kacst-one","5.0+svn11846-10","all","TrueType font designed for Arabic language","GPL-2"
"ii","fonts-kalapi","1.0-3","all","Kalapi Gujarati Unicode font","GPL-2+ OFL-1.1"
"ii","fonts-khmeros-core","5.0-7ubuntu1","all","KhmerOS Unicode fonts for the Khmer language of Cambodia","LGPL-2"
"ii","fonts-knda","2:1.2","all","Meta package for Kannada fonts","ISC"
"ii","fonts-lao","0.0.20060226-9ubuntu1","all","TrueType font for Lao language","GPL-2 LGPL-2"
"ii","fonts-lato","2.0-2","all","sans-serif typeface family font","GPL-2+ OFL-1.1"
"ii","fonts-liberation","1:1.07.4-11","all","Fonts with the same metrics as Times, Arial and Courier","GPL-2"
"ii","fonts-liberation2","2.1.0-1","all","Fonts with the same metrics as Times, Arial and Courier (v2)","GPL-2+ SIL-OFL-1.1"
"ii","fonts-lklug-sinhala","0.6-3","all","Unicode Sinhala font by Lanka Linux User Group","GPL-2"
"ii","fonts-lohit-beng-assamese","2.91.5-1","all","Lohit TrueType font for Assamese Language","CC0-1.0 ISC OFL-1.1"
"ii","fonts-lohit-beng-bengali","2.91.5-1","all","Lohit TrueType font for Bengali Language","CC0-1.0 ISC OFL-1.1"
"ii","fonts-lohit-deva","2.95.4-4","all","Lohit TrueType font for Devanagari script","CC0-1.0 ISC OFL-1.1"
"ii","fonts-lohit-gujr","2.92.4-4","all","Lohit TrueType font for Gujarati Language","CC0-1.0 ISC OFL-1.1"
"ii","fonts-lohit-guru","2.91.2-1","all","Lohit TrueType font for Punjabi Language","CC0-1.0 ISC OFL-1.1"
"ii","fonts-lohit-knda","2.5.4-2","all","Lohit TrueType font for Kannada Language","CC0-1.0 ISC OFL-1.1"
"ii","fonts-lohit-mlym","2.92.2-1","all","Lohit TrueType font for Malayalam Language","CC0-1.0 ISC OFL-1.1"
"ii","fonts-lohit-orya","2.91.2-1","all","Lohit TrueType font for Oriya Language","CC0-1.0 ISC OFL-1.1"
"ii","fonts-lohit-taml","2.91.3-1","all","Lohit TrueType font for Tamil Language","CC0-1.0 GPL-2.0+ OFL-1.1"
"ii","fonts-lohit-taml-classical","2.5.4-1","all","Lohit Tamil TrueType fonts for Tamil script","CC0-1.0 GPL-2+ OFL-1.1"
"ii","fonts-lohit-telu","2.5.5-1","all","Lohit TrueType font for Telugu Language","CC0-1.0 GPL-2.0+ OFL-1.1"
"ii","fonts-lyx","2.3.4.2-2","all","TrueType versions of some TeX fonts used by LyX","BSD-2-Mark-Modifications BSD-3-Clause BSL-1.0 BaKoMa GPL-2+ LGPL-2.1+ public-domain"
"ii","fonts-mathjax","2.7.4+dfsg-1","all","JavaScript display engine for LaTeX and MathML (fonts)","Apache-2.0 GFL GPL-2+ GPL-2+ or Apache-2.0 OFL-1.1"
"ii","fonts-mlym","2:1.2","all","Meta package to install all Malayalam fonts","ISC"
"ii","fonts-nakula","1.0-3","all","Free Unicode compliant Devanagari font","GPL-2.0+"
"ii","fonts-nanum","20180306-3","all","Nanum Korean fonts","CC0-1.0 GPL-3+ OFL-1.1"
"ii","fonts-nanum-coding","2.5-2","all","Nanum Coding fixed width Korean TrueType font","CC0-1.0 GPL-2+ OFL-1.1"
"ii","fonts-nanum-eco","1.000-7","all","Nanum Eco Korean font","GPL-2+ OFL-1.1"
"ii","fonts-nanum-extra","20180306-3","all","Additional Nanum Korean fonts","CC0-1.0 GPL-3+ OFL-1.1"
"ii","fonts-navilu","1.2-2","all","Handwriting font for Kannada","GPL-2+ OFL-1.1"
"ii","fonts-noto-cjk","1:20190410+repack1-2","all",""No Tofu" font families with large Unicode coverage (CJK regular and bold)","GPL-3+ SIL-1.1"
"ii","fonts-noto-cjk-extra","1:20190410+repack1-2","all",""No Tofu" font families with large Unicode coverage (CJK all weight)","GPL-3+ SIL-1.1"
"ii","fonts-noto-color-emoji","0~20200408-1","all","color emoji font from Google","Apache-2.0 SIL-1.1"
"ii","fonts-noto-mono","20200323-1build1~ubuntu20.04.1","all",""No Tofu" monospaced font family with large Unicode coverage","Apache-2.0 GPL-3+ OFL-1.1"
"ii","fonts-open-sans","1.11-1","all","humanist sans serif typeface by Steve Matteson","Apache-2.0"
"ii","fonts-opensymbol","2:102.11+LibO6.4.6-0ubuntu0.20.04.1","all","OpenSymbol TrueType font","Apache-2.0 CC-BY-SA-3.0 CC0-1.0 Expat GPL-2 GPL-2+ GPL-3+ LGPL-2 LGPL-3 LGPL-3+ MPL-1.1 MPL-1.1 or GPL-2 or LGPL-2 MPL-2.0 other"
"ii","fonts-orya","2:1.2","all","Meta package to install all Oriya fonts","ISC"
"ii","fonts-orya-extra","2.0-6","all","Free fonts for Odia script","GPL-2.0+ GPL-3.0+"
"ii","fonts-pagul","1.0-7","all","Free TrueType font for the Sourashtra language","GPL-3.0+ GPL-3.0+ with Font exception"
"ii","fonts-sahadeva","1.0-4","all","Free Unicode compliant Devanagari font","GPL-2.0+"
"ii","fonts-samyak-deva","1.2.2-4","all","Samyak TrueType font for Devanagari script","GPL-3.0+ GPL-3.0+ with font exception"
"ii","fonts-samyak-gujr","1.2.2-4","all","Samyak TrueType font for Gujarati language","GPL-3.0+ GPL-3.0+ with font exception"
"ii","fonts-samyak-mlym","1.2.2-4","all","Samyak TrueType font for Malayalam language","GPL-3.0+ GPL-3.0+ with font exception"
"ii","fonts-samyak-taml","1.2.2-4","all","Samyak TrueType font for Tamil language","GPL-3.0+ GPL-3.0+ with font exception"
"ii","fonts-sarai","1.0-2","all","truetype font for devanagari script","GPL-2.0"
"ii","fonts-sil-abyssinica","2.000-1","all","Unicode font for the Ethiopic script","OFL-1.1"
"ii","fonts-sil-padauk","4.000-1","all","Burmese Unicode TrueType font with OpenType and Graphite support","OFL-1.1"
"ii","fonts-smc","1:7.1","all","Metapackage for various TrueType fonts for Malayalam Language","GPL-3.0+"
"ii","fonts-smc-anjalioldlipi","7.1.2-1","all","AnjaliOldLipi malayalam font","CC0-1.0 GPL-3.0+ OFL-1.1"
"ii","fonts-smc-chilanka","1.400-1","all","Chilanka malayalam font","CC0-1.0 GPL-3.0+ OFL-1.1"
"ii","fonts-smc-dyuthi","3.0.2-1","all","Dyuthi malayalam font","CC0-1.0 GPL-3.0+ GPL-3.0+ with Font Exception GPL-3.0+ with Font Exception or OFL-1.1 OFL-1.1"
"ii","fonts-smc-gayathri","1.100-1","all","Gayathri Malayalam font","Expat GPL-3.0+ OFL-1.1"
"ii","fonts-smc-karumbi","1.1.2-1","all","Karumbi malayalam font","CC0-1.0 GPL-3.0+ OFL-1.1"
"ii","fonts-smc-keraleeyam","3.0.2-1","all","Keraleeyam malayalam font","CC0-1.0 GPL-3.0+ OFL-1.1"
"ii","fonts-smc-manjari","1.710-1","all","Manjari malayalam font","GPL-3.0+ OFL-1.1"
"ii","fonts-smc-meera","7.0.3-1","all","Meera malayalam font","CC0-1.0 GPL-3.0+ GPL-3.0+ with Font Exception GPL-3.0+ with Font Exception or OFL-1.1 OFL-1.1"
"ii","fonts-smc-rachana","7.0.2-1","all","Rachana malayalam font","CC0-1.0 GPL-3.0+ GPL-3.0+ with Font Exception GPL-3.0+ with Font Exception or OFL-1.1 OFL-1.1"
"ii","fonts-smc-raghumalayalamsans","2.2.1-1","all","RaghuMalayalamSans malayalam font","CC0-1.0 GPL-2.0 GPL-3.0+"
"ii","fonts-smc-suruma","3.2.3-1","all","Suruma malayalam font","CC0-1.0 GPL-3.0+ GPL-3.0+ with Font Exception"
"ii","fonts-smc-uroob","2.0.2-1","all","Uroob malayalam font","CC0-1.0 GPL-3.0+ OFL-1.1"
"ii","fonts-taml","2:1.3","all","Meta package to install all Tamil fonts","ISC"
"ii","fonts-telu","2:1.2","all","Meta package to install all Telugu fonts","ISC"
"ii","fonts-telu-extra","2.0-4","all","Free fonts for Telugu script","GPL-2.0+"
"ii","fonts-thai-tlwg","1:0.7.1-3","all","Thai fonts maintained by TLWG (metapackage)","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tibetan-machine","1.901b-5","all","font for Tibetan, Dzongkha and Ladakhi (OpenType Unicode)","GPL-1+"
"ii","fonts-tlwg-garuda","1:0.7.1-3","all","Thai Garuda font (dependency package)","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-garuda-ttf","1:0.7.1-3","all","Thai Garuda TrueType font","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-kinnari","1:0.7.1-3","all","Thai Kinnari font (dependency package)","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-kinnari-ttf","1:0.7.1-3","all","Thai Kinnari TrueType font","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-laksaman","1:0.7.1-3","all","Thai Laksaman font (dependency package)","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-laksaman-ttf","1:0.7.1-3","all","Thai Laksaman TrueType font","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-loma","1:0.7.1-3","all","Thai Loma font (dependency package)","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-loma-ttf","1:0.7.1-3","all","Thai Loma TrueType font","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-mono","1:0.7.1-3","all","Thai TlwgMono font (dependency package)","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-mono-ttf","1:0.7.1-3","all","Thai TlwgMono TrueType font","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-norasi","1:0.7.1-3","all","Thai Norasi font (dependency package)","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-norasi-ttf","1:0.7.1-3","all","Thai Norasi TrueType font","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-purisa","1:0.7.1-3","all","Thai Purisa font (dependency package)","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-purisa-ttf","1:0.7.1-3","all","Thai Purisa TrueType font","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-sawasdee","1:0.7.1-3","all","Thai Sawasdee font (dependency package)","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-sawasdee-ttf","1:0.7.1-3","all","Thai Sawasdee TrueType font","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-typewriter","1:0.7.1-3","all","Thai TlwgTypewriter font (dependency package)","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-typewriter-ttf","1:0.7.1-3","all","Thai TlwgTypewriter TrueType font","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-typist","1:0.7.1-3","all","Thai TlwgTypist font (dependency package)","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-typist-ttf","1:0.7.1-3","all","Thai TlwgTypist TrueType font","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-typo","1:0.7.1-3","all","Thai TlwgTypo font (dependency package)","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-typo-ttf","1:0.7.1-3","all","Thai TlwgTypo TrueType font","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-umpush","1:0.7.1-3","all","Thai Umpush font (dependency package)","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-umpush-ttf","1:0.7.1-3","all","Thai Umpush TrueType font","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-waree","1:0.7.1-3","all","Thai Waree font (dependency package)","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-tlwg-waree-ttf","1:0.7.1-3","all","Thai Waree TrueType font","GPL-2+ GPL-2+ with Font exception LPPL other"
"ii","fonts-ubuntu","0.83-4ubuntu1","all","sans-serif font set from Ubuntu","CC-BY-SA-3.0 GPL-3 Ubuntu-Font-License-1.0"
"ii","fonts-urw-base35","20170801.1-3","all","font set metric-compatible with the 35 PostScript Level 2 Base Fonts","AGPL-3 AGPL-3 with Font exception GPL-2+"
